일시,평균기온(℃),최고기온(℃),최고기온시각,최저기온(℃),최저기온시각일교차
2017-12-01,6,8.2,3.9,24:00:00,4.3
2017-12-02,6.7,10.8,2.9,3:41,7.9
2017-12-03,10,14.3,5.4,1:58,8.9
2017-12-04,8.9,12.3,5.8,21:01,6.5
2017-12-05,5.4,7.5,2.4,8:17,5.1
2017-12-06,8.3,11.3,5.7,3:55,5.6
2017-12-07,9.7,13.2,7.3,23:43,5.9
2017-12-08,5.7,7.5,3.8,9:54,3.7
2017-12-09,8.8,11.7,6.3,0:11,5.4
2017-12-10,10.6,13.3,8.1,5:04,5.2
2017-12-11,6.2,9.3,3.5,19:47,5.8
2017-12-12,3.2,4.6,2.2,9:43,2.4
2017-12-13,3.3,4.8,2.5,22:03,2.3
2017-12-14,5.1,7.7,0.7,7:03,7
2017-12-15,6.9,9.3,4.3,5:39,5
2017-12-16,5.8,9.4,1.6,23:08,7.8
2017-12-17,3.9,5.6,2.1,1:38,3.5
2017-12-18,7.2,8.8,4.5,7:02,4.3
2017-12-19,6.3,9.5,3.8,19:14,5.7
2017-12-20,6.1,8.4,4.2,0:53,4.2
2017-12-21,7.4,9.8,6.1,22:46,3.7
2017-12-22,8.3,12.3,4.6,4:23,7.7
2017-12-23,11.4,15.1,7.9,2:15,7.2
2017-12-24,11.3,14.6,7.9,23:48,6.7
2017-12-25,6,8,5.4,18:05,2.6
2017-12-26,7,9.4,4.2,23:52,5.2
2017-12-27,4,5.9,2.4,23:48,3.5
2017-12-28,5.4,7.2,2.3,1:34,4.9
2017-12-29,8.5,11.7,4,5:18,7.7
2017-12-30,10.5,12.5,9.5,24:00:00,3
2017-12-31,7.8,9.8,6.7,23:51,3.1
2018-01-01,6.4,8.8,4,23:52,4.8
2018-01-02,7,10.1,3,4:31,7.1
2018-01-03,5,8.4,3.5,21:28,4.9
2018-01-04,3.9,4.6,2.4,23:41,2.2
2018-01-05,5.1,6.5,1.9,0:54,4.6
2018-01-06,6.2,8.7,4.8,23:24,3.9
2018-01-07,8.5,11.5,4.4,4:08,7.1
2018-01-08,8.7,11.3,6.1,24:00:00,5.2
2018-01-09,4.9,7,2.8,6:58,4.2
2018-01-10,2.4,5.9,-0.5,20:38,6.4
2018-01-11,0,1.7,-2.2,23:03,3.9
2018-01-12,0.7,2.3,-2.3,3:41,4.6
2018-01-13,4.5,6.9,1.4,0:54,5.5
2018-01-14,7.8,12.9,3.1,4:13,9.8
2018-01-15,10.8,14.4,7.8,1:59,6.6
2018-01-16,12.1,14.4,8.7,0:08,5.7
2018-01-17,9.5,11.5,8.5,9:38,3
2018-01-18,8.9,10.8,6.3,21:51,4.5
2018-01-19,6.8,9.4,4.3,7:25,5.1
2018-01-20,6.1,9.9,2.8,7:35,7.1
2018-01-21,8.5,11.4,3.9,7:45,7.5
2018-01-22,9,10.9,7.1,5:49,3.8
2018-01-23,2.1,7.6,0,24:00:00,7.6
2018-01-24,-1.2,1.2,-2.4,8:23,3.6
2018-01-25,-1.9,-1.2,-2.6,15:22,1.4
2018-01-26,-1.3,-0.4,-2.1,11:09,1.7
2018-01-27,0.9,3.6,-1.6,6:42,5.2
2018-01-28,2.6,4.6,0.5,6:51,4.1
2018-01-29,1.8,4,-0.1,23:30,4.1
2018-01-30,2.2,4.1,-0.2,1:44,4.3
2018-01-31,3.8,5,2.1,4:05,2.9
2018-02-01,4.5,6.8,3.2,23:35,3.6
2018-02-02,3.8,6.1,1.6,7:04,4.5
2018-02-03,1.4,4.9,-0.7,21:01,5.6
2018-02-04,-0.4,0.8,-2.3,8:28,3.1
2018-02-05,0.2,2.6,-1.7,2:09,4.3
2018-02-06,-0.6,0.8,-2.5,11:08,3.3
2018-02-07,0.6,1.9,-1.3,1:17,3.2
2018-02-08,2.5,6.8,-0.7,2:58,7.5
2018-02-09,6,11.2,1.4,3:42,9.8
2018-02-10,5.8,7.9,2.7,23:47,5.2
2018-02-11,2.5,5.4,1,17:47,4.4
2018-02-12,2.7,4.1,-0.1,5:28,4.2
2018-02-13,4.9,8.3,2.7,23:50,5.6
2018-02-14,9.8,15.4,2.5,2:04,12.9
2018-02-15,7.1,10.5,4.6,23:39,5.9
2018-02-16,6.1,9.7,3.9,1:00,5.8
2018-02-17,4.4,7.5,2.8,22:58,4.7
2018-02-18,6.7,10.2,1.7,7:22,8.5
2018-02-19,8.3,10.5,5.5,1:35,5
2018-02-20,8.4,11.9,4.6,6:42,7.3
2018-02-21,5.5,7.5,4.2,22:40,3.3
2018-02-22,5,7.6,3.2,23:10,4.4
2018-02-23,8.7,13.1,3.3,0:01,9.8
2018-02-24,9.4,13.3,5.3,5:02,8
2018-02-25,9.8,13.2,6.7,23:36,6.5
2018-02-26,8.1,11.9,4.2,6:41,7.7
2018-02-27,10.6,15,5.8,5:22,9.2
2018-02-28,11,17.5,6.9,19:59,10.6
2018-03-01,6.8,10.5,3.3,22:41,7.2
2018-03-02,5.7,9.1,2.8,4:56,6.3
2018-03-03,12,19.2,6,0:07,13.2
2018-03-04,17.2,23.2,10.9,6:16,12.3
2018-03-05,10.4,21.7,8.2,20:20,13.5
2018-03-06,9.6,11.3,8.2,7:10,3.1
2018-03-07,10,11.6,8.4,23:41,3.2
2018-03-08,6.8,8.6,5.1,22:31,3.5
2018-03-09,5.6,7.8,4.2,23:41,3.6
2018-03-10,8.1,11.5,4.3,0:01,7.2
2018-03-11,8.7,12.1,5.1,6:07,7
2018-03-12,11.2,15.3,7,3:26,8.3
2018-03-13,14.7,19.2,9.6,2:30,9.6
2018-03-14,16.9,20.3,12.5,3:13,7.8
2018-03-15,17.1,21.7,12,23:41,9.7
2018-03-16,9.5,12.1,8.8,23:07,3.3
2018-03-17,10,13.8,7.3,5:02,6.5
2018-03-18,15.2,22.3,7.8,1:52,14.5
2018-03-19,12.6,16.2,10.1,23:41,6.1
2018-03-20,8.3,10.2,6.5,23:09,3.7
2018-03-21,5.4,6.6,4.2,6:34,2.4
2018-03-22,7.3,10.4,5.3,1:51,5.1
2018-03-23,8.6,11.9,4.6,5:25,7.3
2018-03-24,12.2,16.5,7.7,6:33,8.8
2018-03-25,13.2,16.9,9.6,6:00,7.3
2018-03-26,13.7,17,9.7,1:18,7.3
2018-03-27,14.8,19.1,10.3,6:49,8.8
2018-03-28,15.1,19.1,9.5,6:51,9.6
2018-03-29,15.6,19.3,12,5:33,7.3
2018-03-30,15.5,18.9,13.5,1:40,5.4
2018-03-31,17,21,13.3,3:10,7.7
2018-04-01,18,21.3,15.2,5:52,6.1
2018-04-02,18,21.3,15.3,5:33,6
2018-04-03,17.7,21.5,15.3,8:41,6.2
2018-04-04,17.6,20.6,15.8,23:21,4.8
2018-04-05,17.9,21.3,14.4,3:09,6.9
2018-04-06,11,18.2,8.1,23:57,10.1
2018-04-07,7.8,9.8,5.3,5:16,4.5
2018-04-08,12.5,16.4,7,4:43,9.4
2018-04-09,14.3,16.3,12.6,6:14,3.7
2018-04-10,18.8,22.3,12.5,5:42,9.8
2018-04-11,17.2,21.2,13.6,23:55,7.6
2018-04-12,17,23.5,13.1,2:15,10.4
2018-04-13,16.4,19.5,14.3,23:55,5.2
2018-04-14,15.2,22.9,10.2,22:16,12.7
2018-04-15,11.9,15.7,9.6,23:42,6.1
2018-04-16,12.2,14.6,8.5,4:52,6.1
2018-04-17,14.5,16.6,12.3,23:32,4.3
2018-04-18,13.6,17.3,10.7,6:14,6.6
2018-04-19,15.2,20.3,9.2,4:43,11.1
2018-04-20,16.6,20.3,12.1,6:17,8.2
2018-04-21,17.4,19.5,13.2,5:49,6.3
2018-04-22,20.4,25.2,17.3,3:32,7.9
2018-04-23,18.5,21.8,16.1,20:40,5.7
2018-04-24,14.7,16.4,13.6,23:31,2.8
2018-04-25,14.6,17.8,12.6,23:42,5.2
2018-04-26,15.5,19.4,12.1,5:20,7.3
2018-04-27,16.6,21.2,13.5,5:56,7.7
2018-04-28,16.4,19.3,13.1,6:04,6.2
2018-04-29,17.3,19.3,14.4,3:27,4.9
2018-04-30,20.7,26.1,17.4,7:06,8.7
2018-05-01,20.7,26,16.5,5:41,9.5
2018-05-02,17.6,24.5,13.4,19:21,11.1
2018-05-03,15.2,19,12.7,23:36,6.3
2018-05-04,16.2,20.3,12.3,3:41,8
2018-05-05,19.6,22.7,13.7,5:34,9
2018-05-06,20.3,23.6,17.2,4:29,6.4
2018-05-07,16.8,18.1,15.5,14:46,2.6
2018-05-08,16,18.3,14.2,23:52,4.1
2018-05-09,15.7,18.1,13.8,1:34,4.3
2018-05-10,15.9,18.3,13.9,4:50,4.4
2018-05-11,17.9,22.8,12,5:42,10.8
2018-05-12,22.2,24.4,18.4,0:40,6
2018-05-13,17.1,21.7,14.9,19:57,6.8
2018-05-14,19,23.2,14.9,5:18,8.3
2018-05-15,21.8,26.3,17.9,5:53,8.4
2018-05-16,24.8,31.1,21.3,3:10,9.8
2018-05-17,25.7,30.1,22.1,0:24,8
2018-05-18,21.8,27.8,16.3,23:56,11.5
2018-05-19,16.6,17.9,15.5,23:33,2.4
2018-05-20,16.5,18.6,15.1,19:30,3.5
2018-05-21,17.7,20.3,15.7,4:10,4.6
2018-05-22,20.7,26.4,16.8,4:35,9.6
2018-05-23,17.8,22.7,16.1,20:12,6.6
2018-05-24,19.2,24.4,14.1,5:43,10.3
2018-05-25,19.9,24,18,3:58,6
2018-05-26,18.4,23.9,14.8,4:50,9.1
2018-05-27,19.3,23,16.7,3:45,6.3
2018-05-28,20.1,24,17.7,7:56,6.3
2018-05-29,21,26.8,19.1,5:55,7.7
2018-05-30,21.1,24.6,18.6,5:23,6
2018-05-31,18.8,21.8,16.8,23:59,5
2018-06-01,20.1,23.2,16.2,1:58,7
2018-06-02,22.1,25.5,19.2,3:24,6.3
2018-06-03,21.6,24.1,20.3,5:38,3.8
2018-06-04,22.8,26.7,19.5,3:13,7.2
2018-06-05,19.8,22.9,19.1,21:53,3.8
2018-06-06,20.7,23.8,18.8,0:54,5
2018-06-07,21.3,24.4,18.9,4:04,5.5
2018-06-08,20.9,24.6,18.9,6:43,5.7
2018-06-09,22.2,26.9,18.9,6:08,8
2018-06-10,19.9,21.1,18.4,23:58,2.7
2018-06-11,19.4,22.4,18,1:06,4.4
2018-06-12,21.1,24.5,18.7,2:30,5.8
2018-06-13,21.9,28.8,17.7,3:11,11.1
2018-06-14,22.1,25.6,19.5,3:16,6.1
2018-06-15,21.1,23.8,19,23:47,4.8
2018-06-16,20.3,23,18.3,2:02,4.7
2018-06-17,20.8,24.5,18.9,0:01,5.6
2018-06-18,22,24.1,19.5,1:23,4.6
2018-06-19,22,24.3,19.7,23:59,4.6
2018-06-20,21.9,25.3,19.7,0:01,5.6
2018-06-21,22.7,26.8,20.2,5:35,6.6
2018-06-22,22.8,25.6,20.1,4:34,5.5
2018-06-23,22.7,25.1,19.8,4:38,5.3
2018-06-24,23.9,27,20.6,5:42,6.4
2018-06-25,24,27.5,20.6,5:23,6.9
2018-06-26,28.2,32.3,23.6,3:33,8.7
2018-06-27,26.3,29,24.3,9:41,4.7
2018-06-28,25.7,28.5,23.4,11:07,5.1
2018-06-29,25.2,28.9,23.2,1:10,5.7
2018-06-30,24,26.8,22,7:10,4.8
2018-07-01,27.3,30.4,22.7,0:01,7.7
2018-07-02,27.3,31.4,24.1,6:49,7.3
2018-07-03,24.1,25.5,22.8,12:58,2.7
2018-07-04,26,29.8,24.2,1:20,5.6
2018-07-05,24.8,26.5,23.6,5:52,2.9
2018-07-06,22.7,24,21.7,23:50,2.3
2018-07-07,21.3,22.3,19.9,23:55,2.4
2018-07-08,20.9,22.5,19.6,1:06,2.9
2018-07-09,24.6,28.5,21.1,0:02,7.4
2018-07-10,28.3,33.1,24.7,0:59,8.4
2018-07-11,30,35,27.4,23:51,7.6
2018-07-12,28,30.4,26,22:59,4.4
2018-07-13,26.7,29.2,25.2,5:34,4
2018-07-14,26.9,29.5,24.8,6:59,4.7
2018-07-15,27,29.8,24.4,3:19,5.4
2018-07-16,27,29.5,24.5,5:41,5
2018-07-17,27.3,30.1,24.8,4:17,5.3
2018-07-18,27.7,30.6,24.6,6:26,6
2018-07-19,27.8,31,24.7,0:32,6.3
2018-07-20,28.8,31.6,25.8,5:09,5.8
2018-07-21,28.9,33.9,25,0:27,8.9
2018-07-22,29.2,30.8,28.2,6:59,2.6
2018-07-23,29.9,34.1,27,6:14,7.1
2018-07-24,29.2,31.7,27.5,5:10,4.2
2018-07-25,29.1,31.9,27.5,4:15,4.4
2018-07-26,29.1,31.8,27.5,4:33,4.3
2018-07-27,29.3,32.5,27.1,4:19,5.4
2018-07-28,29.1,31.1,27.4,5:45,3.7
2018-07-29,29.4,32.5,27.2,5:52,5.3
2018-07-30,28.9,31.1,27.6,10:38,3.5
2018-07-31,28.7,31.6,25.8,3:27,5.8
2018-08-01,29.2,32.3,26.3,3:59,6
2018-08-02,29,32.1,26.7,5:04,5.4
2018-08-03,30,34.1,28.1,7:07,6
2018-08-04,29.5,32,27.8,5:53,4.2
2018-08-05,29.9,33.3,27.4,5:45,5.9
2018-08-06,30.1,32.8,28.1,3:19,4.7
2018-08-07,29.7,31.9,27.9,22:56,4
2018-08-08,29.3,31.8,26.9,4:59,4.9
2018-08-09,29.6,32.6,27.5,5:22,5.1
2018-08-10,29.9,33.2,27.5,5:59,5.7
2018-08-11,28.8,32.4,27.8,5:41,4.6
2018-08-12,29.8,33.3,26.1,5:55,7.2
2018-08-13,31.1,34.4,28.7,4:25,5.7
2018-08-14,31.2,35.3,28.6,6:38,6.7
2018-08-15,29.7,33.5,27.8,22:56,5.7
2018-08-16,27.5,28.8,25.2,24:00:00,3.6
2018-08-17,26.2,28.4,24.4,2:32,4
2018-08-18,26.7,30.7,24.4,3:21,6.3
2018-08-19,28.3,33.2,24.8,3:58,8.4
2018-08-20,29.2,32.8,27,23:26,5.8
2018-08-21,28.1,30.6,24.8,6:11,5.8
2018-08-22,27.8,30.5,25.9,23:24,4.6
2018-08-23,26.5,29.2,25.6,0:15,3.6
2018-08-24,27.2,30,24.9,22:29,5.1
2018-08-25,26.4,31.2,24.7,3:14,6.5
2018-08-26,28.3,31.8,26,1:24,5.8
2018-08-27,28.4,32,26.1,5:45,5.9
2018-08-28,27.8,30.4,25.9,5:14,4.5
2018-08-29,28.5,33.9,25.1,4:53,8.8
2018-08-30,28.9,34.5,25.8,3:03,8.7
2018-08-31,30,33.3,25.6,3:25,7.7
2018-09-01,25.8,28.9,23.3,22:04,5.6
2018-09-02,24.9,29.2,22.7,4:47,6.5
2018-09-03,27,31.2,24.1,0:30,7.1
2018-09-04,26.2,29.1,23.5,4:28,5.6
2018-09-05,26.6,30.8,23.2,6:20,7.6
2018-09-06,26.2,29.2,24.5,5:38,4.7
2018-09-07,24.3,27.4,21,7:15,6.4
2018-09-08,22.3,24.9,19.4,23:58,5.5
2018-09-09,23,26.3,19.1,1:33,7.2
2018-09-10,23,26.2,20.2,3:20,6
2018-09-11,22.3,23.8,21.4,5:41,2.4
2018-09-12,23,24.8,21.4,6:30,3.4
2018-09-13,23.5,24.3,21.6,9:45,2.7
2018-09-14,25.3,27.8,23,5:45,4.8
2018-09-15,25.2,28,23.5,4:00,4.5
2018-09-16,25.5,28.5,23,6:49,5.5
2018-09-17,24.6,28.3,23.4,6:56,4.9
2018-09-18,25,28.1,23.4,2:05,4.7
2018-09-19,23.3,25.4,21.3,18:04,4.1
2018-09-20,25.2,27.7,22.3,0:46,5.4
2018-09-21,24.5,28.2,23.4,23:00,4.8
2018-09-22,24.2,27.6,22.3,23:02,5.3
2018-09-23,24.4,29.6,21.2,5:09,8.4
2018-09-24,21.9,23.7,19.2,23:35,4.5
2018-09-25,21.5,24.1,19.3,6:53,4.8
2018-09-26,22.2,24.9,20.8,0:58,4.1
2018-09-27,21.2,23.6,18.5,6:22,5.1
2018-09-28,21.7,24.3,19.4,1:58,4.9
2018-09-29,20.7,22.3,18.5,13:37,3.8
2018-09-30,21.9,25.2,20.2,23:50,5
2018-10-01,21.3,23.5,19.7,3:09,3.8
2018-10-02,20.7,23.6,17.6,23:29,6
2018-10-03,19.2,22.3,16.5,6:12,5.8
2018-10-04,20.4,21.9,17.8,1:41,4.1
2018-10-05,21.6,24.5,20.6,1:17,3.9
2018-10-06,21.1,24.7,19.6,8:23,5.1
2018-10-07,20.6,23.9,17.9,23:55,6
2018-10-08,19.2,22.3,16.6,3:21,5.7
2018-10-09,20.3,22.3,17.5,0:01,4.8
2018-10-10,18.3,20.5,16.3,23:37,4.2
2018-10-11,16.3,18.5,15.1,23:28,3.4
2018-10-12,15.6,18,13.2,23:45,4.8
2018-10-13,15.4,19,11.8,5:44,7.2
2018-10-14,17.6,20.4,13.2,5:02,7.2
2018-10-15,18.7,20.6,16.2,23:55,4.4
2018-10-16,16.1,19.3,14,19:28,5.3
2018-10-17,16.8,20.6,13.1,7:06,7.5
2018-10-18,16.6,19.3,15.2,6:41,4.1
2018-10-19,16.1,19.5,12.9,6:41,6.6
2018-10-20,16.3,20.5,12.5,6:48,8
2018-10-21,17.1,20.7,13.7,0:10,7
2018-10-22,17.4,20.6,14.5,1:39,6.1
2018-10-23,18.5,21.9,16.4,1:05,5.5
2018-10-24,16.8,19.7,13.8,23:53,5.9
2018-10-25,17.4,22.8,11.6,6:39,11.2
2018-10-26,18.5,21.8,16.3,23:59,5.5
2018-10-27,15.6,17.9,14.5,20:28,3.4
2018-10-28,17.5,21.1,13.1,5:08,8
2018-10-29,18,22,15.2,6:48,6.8
2018-10-30,14.8,17.4,13.2,23:59,4.2
2018-10-31,14.1,18,11.6,7:32,6.4
2018-11-01,13.4,16.3,11.2,23:49,5.1
2018-11-02,14.4,18.5,9.6,5:44,8.9
2018-11-03,15.2,18.5,11.4,6:47,7.1
2018-11-04,15.2,19.6,12.3,22:59,7.3
2018-11-05,15,18.8,10.5,7:03,8.3
2018-11-06,16.5,19.9,12.9,4:11,7
2018-11-07,17.4,18.8,16.1,0:01,2.7
2018-11-08,17.7,20.5,15.1,19:42,5.4
2018-11-09,14.6,17.2,11.3,23:54,5.9
2018-11-10,13.6,17.8,9.7,5:24,8.1
2018-11-11,14.6,18.3,10.5,6:38,7.8
2018-11-12,13.8,15.5,13,9:23,2.5
2018-11-13,13.8,16.3,12.5,5:36,3.8
2018-11-14,13.3,16.3,10.2,7:27,6.1
2018-11-15,16,20.1,11.2,4:05,8.9
2018-11-16,14.9,17.4,13.5,23:59,3.9
2018-11-17,12.6,15.4,9.7,23:42,5.7
2018-11-18,12.3,15.1,9.6,1:10,5.5
2018-11-19,13.2,15.7,11.8,21:04,3.9
2018-11-20,12.6,15.6,10.1,23:20,5.5
2018-11-21,13.3,16.7,9.9,5:06,6.8
2018-11-22,10.2,13.5,8.4,23:33,5.1
2018-11-23,10,12.3,7.3,7:21,5
2018-11-24,14,19.2,8.8,5:50,10.4
2018-11-25,13,16,10.6,23:41,5.4
2018-11-26,14.5,18.2,10.4,1:19,7.8
2018-11-27,13.8,17,11.5,23:46,5.5
2018-11-28,13,16.3,10,22:29,6.3
2018-11-29,12.8,17.8,8.5,6:53,9.3
2018-11-30,13.1,16.9,10,6:56,6.9
2018-12-01,13.7,16.3,11.3,7:14,5
2018-12-02,17.6,20.5,13.6,1:41,6.9
2018-12-03,18.9,22.9,17.1,23:02,5.8
2018-12-04,13.8,17.6,10.8,24:00:00,6.8
2018-12-05,9.9,11.7,8,8:30,3.7
2018-12-06,9.5,12.6,8.1,6:12,4.5
2018-12-07,4.8,10.3,2.7,23:53,7.6
2018-12-08,4.2,6.6,2.6,0:04,4
2018-12-09,3.9,4.8,2.8,0:55,2
2018-12-10,7.6,10.2,4.7,0:01,5.5
2018-12-11,9,10.1,7.2,22:13,2.9
2018-12-12,6.5,9.1,5.8,17:29,3.3
2018-12-13,8,9.7,6,0:01,3.7
2018-12-14,5.6,7,4.4,23:28,2.6
2018-12-15,6,9.6,2,6:39,7.6
2018-12-16,9.1,10.8,6.5,1:06,4.3
2018-12-17,10.3,11.8,9.7,7:11,2.1
2018-12-18,9.7,12,8,7:43,4
2018-12-19,13.9,18,8.5,0:01,9.5
2018-12-20,12.5,16.1,11.7,19:18,4.4
2018-12-21,14.6,16.8,12.7,23:59,4.1
2018-12-22,13,16.2,11.5,21:28,4.7
2018-12-23,9.6,12.2,7.4,23:53,4.8
2018-12-24,6.4,9,4.6,22:27,4.4
2018-12-25,7.8,10.8,3.8,6:45,7
2018-12-26,8.5,9.7,6.8,23:38,2.9
2018-12-27,2.5,6.8,1.4,23:28,5.4
2018-12-28,1.9,3.2,0.2,13:48,3
2018-12-29,3.1,4.1,1.7,0:16,2.4
2018-12-30,3.1,4.1,1.9,12:03,2.2
2018-12-31,4.6,5.8,3.5,0:01,2.3
2019-01-01,5.6,7,4.8,20:40,2.2
2019-01-02,5.1,6.1,4.5,3:20,1.6
2019-01-03,5.1,8,3.5,22:51,4.5
2019-01-04,5.8,10,2.6,3:20,7.4
2019-01-05,7,9,5.2,20:41,3.8
2019-01-06,5.7,7.7,4.5,21:51,3.2
2019-01-07,5.9,8.8,3.1,7:47,5.7
2019-01-08,6.6,8.8,4.5,21:51,4.3
2019-01-09,4.5,5.8,2.2,6:37,3.6
2019-01-10,6.9,7.8,5.6,0:44,2.2
2019-01-11,7.9,9.4,5.9,7:41,3.5
2019-01-12,8.9,10.9,8.1,7:14,2.8
2019-01-13,7.9,10,6.6,23:15,3.4
2019-01-14,7.3,9.7,5.5,7:40,4.2
2019-01-15,7,9.9,3.6,23:47,6.3
2019-01-16,3.1,4,2,5:03,2
2019-01-17,5.6,6.5,3.9,1:12,2.6
2019-01-18,6.4,9.8,3.9,6:12,5.9
2019-01-19,8.9,12.6,3.6,5:48,9
2019-01-20,6.7,11.6,3.9,23:36,7.7
2019-01-21,6.2,8.1,3.9,1:03,4.2
2019-01-22,8.3,10.9,5.8,2:22,5.1
2019-01-23,8.6,11.9,6.7,1:19,5.2
2019-01-24,6.2,9.6,3.4,6:51,6.2
2019-01-25,5.7,10.1,3.6,4:20,6.5
2019-01-26,4.3,5.8,2.9,5:45,2.9
2019-01-27,5.6,8.5,2.4,6:47,6.1
2019-01-28,7.7,10.8,4.8,24:00:00,6
2019-01-29,6.3,9.2,2.8,7:33,6.4
2019-01-30,8.2,10.1,6.8,0:01,3.3
2019-01-31,4.9,8.2,3.3,15:20,4.9
2019-02-01,5,6.8,3.4,0:06,3.4
2019-02-02,9.3,12,5,0:01,7
2019-02-03,13.3,18.4,8.6,19:40,9.8
2019-02-04,6.9,9.5,4.9,23:26,4.6
2019-02-05,9.3,13.6,4,6:42,9.6
2019-02-06,11.8,15.5,9.1,23:51,6.4
2019-02-07,6.5,12.1,1.9,23:48,10.2
2019-02-08,3.4,5.6,1.5,6:03,4.1
2019-02-09,3,4.7,1.5,19:55,3.2
2019-02-10,3.1,4.9,2,1:41,2.9
2019-02-11,3.7,4.7,2.9,23:57,1.8
2019-02-12,5.7,8.7,1,3:50,7.7
2019-02-13,6.8,8.7,5.2,23:57,3.5
2019-02-14,5.6,8,4.2,22:27,3.8
2019-02-15,6.4,7.7,4.3,1:43,3.4
2019-02-16,4.2,7,3.1,22:39,3.9
2019-02-17,4.4,6.9,3.1,0:05,3.8
2019-02-18,7.1,9.8,2.9,2:12,6.9
2019-02-19,9.3,13,6.4,22:59,6.6
2019-02-20,6.9,9.4,4.8,4:59,4.6
2019-02-21,7.1,8.7,5.6,8:19,3.1
2019-02-22,8.3,10.9,6.5,1:53,4.4
2019-02-23,9.3,13.7,4.2,6:06,9.5
2019-02-24,11,14.1,8.6,5:36,5.5
2019-02-25,9.4,13.1,7.3,24:00:00,5.8
2019-02-26,8.9,12.2,5.3,6:39,6.9
2019-02-27,10.9,11.9,9.4,0:56,2.5
2019-02-28,10.4,13.2,8,23:43,5.2
2019-03-01,9.4,12.3,6.4,6:51,5.9
2019-03-02,11,14.3,7.3,1:41,7
2019-03-03,11.8,13.3,10.5,21:56,2.8
2019-03-04,10,12.2,8.4,23:38,3.8
2019-03-05,10.7,13.4,6.2,6:39,7.2
2019-03-06,10.4,13.8,8.4,23:36,5.4
2019-03-07,8.3,10.4,7.3,0:52,3.1
2019-03-08,8.5,12.3,3.7,6:36,8.6
2019-03-09,11.6,16.6,6.5,6:29,10.1
2019-03-10,10.7,13.1,8.9,24:00:00,4.2
2019-03-11,10,13.6,6.9,6:22,6.7
2019-03-12,10.7,16,6.1,23:43,9.9
2019-03-13,8.4,11.7,5.1,3:48,6.6
2019-03-14,10,14,7,5:13,7
2019-03-15,10.2,15.8,6.2,3:02,9.6
2019-03-16,10.1,14.1,6,2:09,8.1
2019-03-17,11.2,14.1,8,23:59,6.1
2019-03-18,10.7,14.2,6.9,3:40,7.3
2019-03-19,12.3,16.1,9.2,6:45,6.9
2019-03-20,16.3,21.2,9.9,5:26,11.3
2019-03-21,10.7,20,7.3,23:59,12.7
2019-03-22,7.8,10.6,6.4,5:26,4.2
2019-03-23,8.5,11.8,6.2,23:38,5.6
2019-03-24,7.5,11,3.6,6:54,7.4
2019-03-25,9.9,13.2,6.4,3:30,6.8
2019-03-26,14.2,16.7,10.1,0:26,6.6
2019-03-27,16.4,22,10.3,6:29,11.7
2019-03-28,14.6,16.9,12.8,4:35,4.1
2019-03-29,13.9,17,12.2,6:00,4.8
2019-03-30,11,14.6,7.9,23:21,6.7
2019-03-31,8.4,11.4,7.1,20:16,4.3
2019-04-01,10.5,13.2,7.1,1:28,6.1
2019-04-02,10.6,14,8.6,23:39,5.4
2019-04-03,10.5,14.4,6.6,5:24,7.8
2019-04-04,11.3,14.6,6.2,5:12,8.4
2019-04-05,14.5,18.2,11.9,0:02,6.3
2019-04-06,15,20.8,11,5:10,9.8
2019-04-07,16.4,21.4,13,4:47,8.4
2019-04-08,14.8,18.1,11.7,6:07,6.4
2019-04-09,15,17.4,14.1,2:18,3.3
2019-04-10,10.4,14.2,9.6,18:40,4.6
2019-04-11,11.6,13.8,9.7,0:55,4.1
2019-04-12,12.7,16.6,9.2,6:47,7.4
2019-04-13,13.7,17.7,9.4,4:29,8.3
2019-04-14,13.6,17.1,10.6,23:56,6.5
2019-04-15,13,17.1,8.7,6:04,8.4
2019-04-16,16.8,25,10.7,4:30,14.3
2019-04-17,15.8,18.6,13.6,23:46,5
2019-04-18,16.7,22.1,12.3,5:52,9.8
2019-04-19,16.8,21.6,14.3,5:42,7.3
2019-04-20,17.1,20,14.5,5:36,5.5
2019-04-21,18.5,23.1,15,4:46,8.1
2019-04-22,19.3,24,16.6,3:30,7.4
2019-04-23,19.1,22.5,17.3,12:12,5.2
2019-04-24,18,21.2,15.7,21:17,5.5
2019-04-25,15.8,17.9,14.1,5:50,3.8
2019-04-26,12.2,15.9,11.3,21:08,4.6
2019-04-27,14,17,11.7,0:01,5.3
2019-04-28,15,17.5,12.1,1:43,5.4
2019-04-29,16.1,20.3,14.5,17:15,5.8
2019-04-30,15.6,17.6,14.5,4:55,3.1
2019-05-01,14.7,18.6,12.4,23:09,6.2
2019-05-02,17.2,21.5,12.8,6:28,8.7
2019-05-03,18.9,21.9,16,2:59,5.9
2019-05-04,19.2,23.3,14.7,5:24,8.6
2019-05-05,19,22.2,16.4,5:41,5.8
2019-05-06,15.9,19.2,13.4,23:36,5.8
2019-05-07,15.6,19.5,12.3,6:16,7.2
2019-05-08,16.3,19.6,11.9,5:43,7.7
2019-05-09,17.4,20.3,14.7,4:47,5.6
2019-05-10,17.6,21.4,14.3,4:14,7.1
2019-05-11,18.5,23.4,15,5:37,8.4
2019-05-12,18.7,21.5,15.7,5:35,5.8
2019-05-13,20.1,23.7,17.4,6:20,6.3
2019-05-14,20.5,23.2,18.6,22:58,4.6
2019-05-15,21.2,26.6,16.9,3:11,9.7
